v.19.2.18,,,Trait category,MORPHOLOGY,,,,,LIFE HISTORY,,,,LIFE HISTORY,,,LIFE HISTORY,,LIFE HISTORY,,,,,LIFE HISTORY,,,LIFE HISTORY,,,,LIFE HISTORY,,,MOBILITY,,,MOBILITY,,,,MORPHOLOGY,,,MORPHOLOGY,,,,RESOURCE ACQUISITION,,,,,,RESOURCE ACQUISITION,,,MORPHOLOGY,,,,LIFE HISTORY,,
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis soror,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis spatulata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis styracine,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis styx,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis taumata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis torrentis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis umbripennis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrochorema,Hydrochorema lyfordi,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrochorema,Hydrochorema crassicaudatum,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrochorema,Hydrochorema tenuicaudatum,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria sylvestris,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,1,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Alloecentrella,Alloecentrella magnicornis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,3,2,1,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Alloecentrella,Alloecentrella linearis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,3,2,1,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Alloecentrella,Alloecentrella cirratus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,3,2,1,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Alloecentrella,Alloecentrella incisus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,3,2,1,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Zelolessica,Zelolessica cheira,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,2,2,2,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Helicophidae,Zelolessica,Zelolessica meizon,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,2,2,2,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Oxyethira,Oxyethira albiceps,3,0,0,0,0,0,3,0,0,0,2,3,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,1,0,3,0,0,1,3,0,0,3,2,0,0,1,0,0,0,3,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Oxyethira,Oxyethira ahipara,3,0,0,0,0,0,3,0,0,0,3,1,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Oxyethira,Oxyethira kirikiriroa,3,0,0,0,0,0,3,0,0,0,3,1,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Hydroptilidae,Oxyethira,Oxyethira waipoua,3,0,0,0,0,0,3,0,0,0,3,1,3,0,0,2,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,1,3,0,0,3,2,0,0,2,0,0,0,2,3,2,0,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche albescens,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche cuvieri,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche haurapango,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche howesi,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche poutini,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche torino,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Helicopsyche,Helicopsyche zealandica,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,2,3,0,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Helicopsychidae,Rakiura,Rakiura vernale,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,2,3,1,0,0,3,0,0,3,0,0,0,1,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Neurochorema,Neurochorema armstrongi,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Neurochorema,Neurochorema confusum,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Neurochorema,Neurochorema forsteri,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Neurochorema,Neurochorema pilosum,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydropsychidae,Diplectrona,Diplectrona bulla,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,1,2,1,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Diplectrona,Diplectrona zealandensis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,0,3,0,0,0,3,0,1,2,1,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) colonica,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) catherinae,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) philpotti,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) raruraru,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) tepoka,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) tipua,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Aoteapsyche),Hydropsyche (Aoteapsyche) winterbourni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,2,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Orthopsyche),Hydropsyche (Orthopsyche) fimbriata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Hydropsychidae,Hydropsyche (Orthopsyche),Hydropsyche (Orthopsyche) thomasi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,1,0,2,0,3,1,0,0,3,0,0,0,0,3,1,0,0,0,3,0,3,0,0,0,0,3
Trichoptera,Kokiriidae,Kokiria,Kokiria miharo,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,1,3,0,0,2,3,0,3,0,0,0,2,3,0,0,0,0,0,3,0,2,2,0,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Hudsonema,Hudsonema amabile,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,2,0,3,0,0,3,0,0,0,0,3,0,0,2,2,0,3,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Hudsonema,Hudsonema alienum,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,2,1,3,0,0,3,0,0,0,0,3,0,0,2,2,0,3,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Triplectides,Triplectides cephalotes,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,0,0,3,0,3,2,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Triplectides,Triplectides dolichos,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,2,2,0,0,3,2,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Triplectides,Triplectides obsoletus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,2,2,0,0,3,2,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Triplectidina,Triplectidina moselyi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,2,2,0,0,2,1,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Triplectidina,Triplectidina oreolimnetes,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,1,3,0,0,2,2,0,0,2,1,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,2,3,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Oecetis,Oecetis iti,0,3,0,0,0,2,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,2,3,1,3,0,0,0,0,3
Trichoptera,Leptoceridae,Oecetis,Oecetis unicolor,0,3,0,0,0,2,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,1,3,2,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,2,2,1,3,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema acheir,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema bidens,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema cheirodes,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema donaldsoni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema embersoni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema folioharpax,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema leptoharpax,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema macroharpax,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema mataura,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema mimicum,0,0,3,0,0,0,3,1,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema nemorale,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema spiniharpax,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,0,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema tautoru,0,0,3,0,0,0,3,1,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Psilochorema,Psilochorema vomerharpax,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Synchorema,Synchorema tillyardi,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Synchorema,Synchorema zygoneurum,0,1,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis cataractae,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis childella,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis childi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis cowiei,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis hinewai,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis intermedia,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis kleinpastei,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis kuscheli,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis plicosta,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis quadrifurca,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis salmoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis schmidi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis trifurca,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Tiphobiosis,Tiphobiosis veniflex,0,3,1,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Traillochorema,Traillochorema rakiura,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Traillochorema,Traillochorema wardorum,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Oeconesidae,Zelandopsyche,Zelandopsyche ingens,0,0,0,3,0,0,3,0,0,3,1,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3
Trichoptera,Oeconesidae,Zelandopsyche,Zelandopsyche maclellani,0,0,0,3,0,0,3,0,0,3,1,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3
